year,round,player,prev rd score,three rd av,five rd av,season av,prev against opp,prev at venue,three rd av team for,three rd av opp against,last team opp,last team venue,score
2015,7,Brent Harvey,94,88.3333333333,81.2,75.5,96,96,1487.3333333333,1581,1289,1468,73
2015,7,Jarryd Blair,66,67.3333333333,75.4,79.8333333333,56,66,1560,1445,1504,1476,72
2015,7,Devon Smith,99,110,101.4,94.3333333333,67,59,1619.6666666667,1495.6666666667,1594,1430,71
2015,7,Lee Spurr,109,87.3333333333,72.2,72,39,61,1639.6666666667,1638.3333333333,1565,1331,71
2015,7,Jack Billings,122,102.6666666667,89.6,89.6,,23,1577.6666666667,1645.6666666667,1481,1481,71
2015,7,Cameron Guthrie,76,64.3333333333,70,71.6666666667,58,,1558,1475,1377,,71
2015,7,Marley Williams,52,64,61,60.3333333333,,52,1560,1445,1504,1476,71
2015,7,Jimmy Webster,56,53.9393939394,53.8909090909,54,42,,1577.6666666667,1645.6666666667,1481,1481,70
2015,7,Todd Goldstein,71,96.6666666667,109.2,105.1666666667,62,88,1487.3333333333,1581,1289,1468,70
2015,7,Jesse White,87,63.3333333333,67.2,67.6666666667,99,87,1560,1445,1504,1476,70
2015,7,Ty Vickery,54,61.5,63,54,7,54,1413.6666666667,1595,1437,1481,70
2015,7,Dale Thomas,71,50.2333333333,60.42,37.5,87,71,1403,1580.6666666667,1476,1425,70
2015,7,Michael Talia,44,53.6666666667,58.2,60.5,,44,1549.3333333333,1451.3333333333,1638,1360,70
2015,7,Jason Johannisen,78,82.6666666667,74.8,76,,78,1549.3333333333,1451.3333333333,1638,1360,69
2015,7,Dustin Fletcher,77,79.6666666667,74.7066666667,75.25,68,77,1596.3333333333,1501.3333333333,2012,1522,69
2015,7,Maverick Weller,59,61.6666666667,68.6,68.6,69,69,1577.6666666667,1645.6666666667,1481,1481,69
2015,7,Will Schofield,62,47,55.4,55.4,43,53,1629,1717,1519,1778,69
2015,7,Marco Paparone,56,75,73,74.3333333333,48,85,1457.6666666667,1544.3333333333,1409,1525,68
2015,7,Zach Merrett,86,82.3333333333,88.6,86,45,75,1596.3333333333,1501.3333333333,2012,1522,68
2015,7,Nick Smith,52,66.3333333333,72.2,72.2,50,51,1629,1507.3333333333,1908,1470,68
2015,7,Lindsay Thomas,80,67,66.8,68.1666666667,87,64,1487.3333333333,1581,1289,1468,68
2015,7,Nick Robertson,33,68,62.85,68,50,75,1457.6666666667,1544.3333333333,1409,1525,68
2015,7,Adam Schneider,88,85.3333333333,94.8,94.8,70,70,1577.6666666667,1645.6666666667,1481,1481,68
2015,7,Ben Jacobs,89,75.6666666667,72.4,72.4,,64,1487.3333333333,1581,1289,1468,68
2015,7,Robin Nahas,68,64.6666666667,72.2,72.2,,53,1487.3333333333,1581,1289,1468,68
2015,7,Taylor Adams,55,92,89.4,89.4,,55,1560,1445,1504,1476,67
2015,7,Jarrod Witts,73,68.8333333333,68,73,63,73,1560,1445,1504,1476,67
2015,7,Nathan van Berlo,71,63.3333333333,69.6,69.6666666667,,61,1603.3333333333,1511.3333333333,1666,1450,67
2015,7,James Stewart,40,47,46.7333333333,47,,77,1619.6666666667,1495.6666666667,1594,1430,67
2015,7,David Mundy,114,114.6666666667,119.4,117.5,73,55,1639.6666666667,1638.3333333333,1565,1331,67
2015,7,Rhyce Shaw,58,68.3333333333,71,68.8333333333,98,58,1629,1507.3333333333,1908,1470,67
2015,7,Tom Boyd,30,47.6666666667,50,50.3333333333,,30,1549.3333333333,1451.3333333333,1638,1360,67
2015,7,Chris Yarran,36,57,62.9238095238,57,41,96,1403,1580.6666666667,1476,1425,66
2015,7,Cameron Shenton,59,60.6666666667,60.0615384615,62,17,17,1577.6666666667,1645.6666666667,1481,1481,66
2015,7,Jarrod Harbrow,110,94,87.9454545455,91,84,60,1485.6666666667,1557,1469,1453,66
2015,7,Sam Wright,99,97,82.4,78.3333333333,20,77,1487.3333333333,1581,1289,1468,65
2015,7,Jake Spencer,81,69.5333333333,67.24,81,,81,1421,1487,1504,1478,65
2015,7,Matthew Jaensch,123,101,99.2,93.1666666667,96,66,1603.3333333333,1511.3333333333,1666,1450,65
2015,7,Paul Puopolo,70,62.6666666667,71,71,58,81,1704.6666666667,1634.6666666667,1666,1547,65
2015,7,Cameron Sutcliffe,73,62.3333333333,60.4,57.6666666667,47,53,1639.6666666667,1638.3333333333,1565,1331,64
2015,7,Brad Ebert,100,106.6666666667,106.2,115.6666666667,152,,1603.3333333333,1570.6666666667,1976,,64
2015,7,Fletcher Roberts,22,32.3333333333,32.6,32,32,22,1549.3333333333,1451.3333333333,1638,1360,64
2015,7,Jay Schulz,75,82.6666666667,87.2,79.5,116,,1603.3333333333,1570.6666666667,1976,,64
2015,7,Garrick Ibbotson,68,74.3333333333,75,72,38,38,1639.6666666667,1638.3333333333,1565,1331,63
2015,7,Stephen Hill,82,86,106.2,97.3333333333,121,121,1639.6666666667,1638.3333333333,1565,1331,63
2015,7,Mitch Duncan,137,114.6666666667,91.2,85.5,92,,1558,1475,1377,,63
2015,7,Jack Hombsch,76,60,52.4,53.3333333333,51,,1603.3333333333,1570.6666666667,1976,,62
2015,7,Adam Kennedy,35,54.6,58.52,35,47,94,1619.6666666667,1495.6666666667,1594,1430,62
2015,7,Kane Mitchell,91,87.6666666667,79.42,81.75,,,1603.3333333333,1570.6666666667,1976,,62
2015,7,Jarman Impey,7,40.0185185185,42.4333333333,37,39,,1603.3333333333,1570.6666666667,1976,,61
2015,7,Jasper Pittard,69,77.6666666667,90.6,86.1666666667,86,,1603.3333333333,1570.6666666667,1976,,61
2015,7,David Hale,64.4210526316,64.4210526316,64.4210526316,64.4210526316,77,84,1704.6666666667,1634.6666666667,1666,1547,61
2015,7,Jamie Elliott,74,75.3333333333,77.4,80.5,77,74,1560,1445,1504,1476,61
2015,7,Allen Christensen,87,73.3333333333,74.4,78.6666666667,,56,1457.6666666667,1544.3333333333,1409,1525,61
2015,7,Jarryd Lyons,35,37,44.36,37,60,51,1603.3333333333,1511.3333333333,1666,1450,60
2015,7,Courtenay Dempsey,59,65.6666666667,65.6588235294,65.6666666667,,53,1596.3333333333,1501.3333333333,2012,1522,60
2015,7,Jamie Bennell,29,49.6666666667,50.3263157895,49.6666666667,46,73,1629,1717,1519,1778,60
2015,7,Taylor Hunt,34,47.6666666667,62.8,71.5,,61,1413.6666666667,1595,1437,1481,60
2015,7,Rhys Stanley,82,73.6666666667,70.9684210526,71.75,77,,1558,1475,1377,,60
2015,7,Dylan Roberton,71,69.6666666667,77.8,75.6666666667,54,54,1577.6666666667,1645.6666666667,1481,1481,60
2015,7,Kamdyn McIntosh,43,56,68.6,74,,78,1413.6666666667,1595,1437,1481,59
2015,7,Angus Brayshaw,53,69,62.8,63.8333333333,,53,1421,1487,1504,1478,59
2015,7,Grant Birchall,108,84.3333333333,89.4,89.4,106,88,1704.6666666667,1634.6666666667,1666,1547,58
2015,7,Kane Cornes,79,73.3333333333,78.4,78.4,145,,1603.3333333333,1570.6666666667,1976,,58
2015,7,Henry Schade,62,,,51,,,1485.6666666667,1557,1469,1453,58
2015,7,Jake Lloyd,52,81.3333333333,81.6,75.5,68,45,1629,1507.3333333333,1908,1470,58
2015,7,Danny Stanley,66.2272727273,66.2272727273,66.2272727273,66.2272727273,33,54,1485.6666666667,1557,1469,1453,58
2015,7,Mitch Wallis,10,63,61.0307692308,63,80,83,1549.3333333333,1451.3333333333,1638,1360,58
2015,7,Josh Caddy,109,71.6666666667,78.2,76,,,1558,1475,1377,,57
2015,7,Ted Richards,40,58.6666666667,54.4,51,47,34,1629,1507.3333333333,1908,1470,57
2015,7,Jackson Nelson,0,27.3333333333,39.4,39.4,,44,1629,1717,1519,1778,57
2015,7,Alex Sexton,90,68,57.2,57.2,46,23,1485.6666666667,1557,1469,1453,57
2015,7,Luke McDonald,26,54,53.56,50.75,53,75,1487.3333333333,1581,1289,1468,57
2015,7,Luke Brown,58,51.3333333333,53.6,51.3333333333,65,34,1603.3333333333,1511.3333333333,1666,1450,56
2015,7,Darcy Lang,71,51.3333333333,53.6,52.6666666667,,,1558,1475,1377,,56
2015,7,Tyson Goldsack,33,57.3333333333,49.4,51.8333333333,61,33,1560,1445,1504,1476,56
2015,7,Ryan Lester,67,51.3333333333,62.0571428571,51.3333333333,,38,1457.6666666667,1544.3333333333,1409,1525,56
2015,7,Cale Hooker,41,64,78.6,78,125,47,1596.3333333333,1501.3333333333,2012,1522,56
2015,7,Matt Jones,73.85,73.85,73.85,73.85,66,58,1421,1487,1504,1478,56
2015,7,Jackson Merrett,64,64.4285714286,64.5142857143,64,111,21,1596.3333333333,1501.3333333333,2012,1522,56
2015,7,Martin Gleeson,36,64,66,63.8333333333,55,90,1596.3333333333,1501.3333333333,2012,1522,56
2015,7,Matt Buntine,50,56.6666666667,58,50,,59,1619.6666666667,1495.6666666667,1594,1430,55
2015,7,Hayden Ballantyne,57,59.3333333333,57.8526315789,54.25,66,66,1639.6666666667,1638.3333333333,1565,1331,55
2015,7,Ben Stratton,54,55,56.6,54.5,60,71,1704.6666666667,1634.6666666667,1666,1547,55
2015,7,Simon White,0,35.1754385965,40.9157894737,28,29,33,1403,1580.6666666667,1476,1425,55
2015,7,Rohan Bail,69.380952381,69.380952381,69.380952381,69.380952381,50,50,1421,1487,1504,1478,55
2015,7,Michael Hibberd,76,77.6666666667,78,75.3333333333,96,53,1596.3333333333,1501.3333333333,2012,1522,55
2015,7,Greg Broughton,36,48.4833333333,56.87,38,84,64,1485.6666666667,1557,1469,1453,55
2015,7,Harry Taylor,80,88.3333333333,83.6,81.3333333333,70,,1558,1475,1377,,55
2015,7,Tom Jonas,46,46.3333333333,54,56.5,72,,1603.3333333333,1570.6666666667,1976,,54
2015,7,Jesse Lonergan,59,51.6666666667,49.4,54.5,22,,1485.6666666667,1557,1469,1453,54
2015,7,Shaun McKernan,44,44,44,44,,,1596.3333333333,1501.3333333333,2012,1522,54
2015,7,Tom Langdon,91,89,84.2,81.8333333333,52,91,1560,1445,1504,1476,54
2015,7,Luke Dunstan,74,85.6666666667,87.6,80.5,71,89,1577.6666666667,1645.6666666667,1481,1481,54
2015,7,Matthew Leuenberger,33,47.3333333333,51.44,47.3333333333,10,76,1457.6666666667,1544.3333333333,1409,1525,53
2015,7,Jared Rivers,83,75.6666666667,65.41,67,45,,1558,1475,1377,,53
2015,7,Andrew Carrazzo,85,76.6666666667,73.0857142857,71,83,106,1403,1580.6666666667,1476,1425,53
2015,7,Jamie Macmillan,72,68.1666666667,63.5,74,74,72,1487.3333333333,1581,1289,1468,53
2015,7,Billy Longer,62,82.6666666667,73.4,69.3333333333,21,21,1577.6666666667,1645.6666666667,1481,1481,53
2015,7,Viv Michie,64,64.8333333333,65.5,64,61,64,1421,1487,1504,1478,53
2015,7,Ryan Schoenmakers,34,47.3777777778,52.08,41.5,59,69,1704.6666666667,1634.6666666667,1666,1547,52
2015,7,Karl Amon,,,,,,,1603.3333333333,1570.6666666667,1976,,52
2015,7,Jake Lever,90,,,90,,,1603.3333333333,1511.3333333333,1666,1450,52
2015,7,Troy Menzel,36,55.5438596491,53.1789473684,58.5,88,68,1403,1580.6666666667,1476,1425,52
2015,7,Harris Andrews,56,40,,43,,26,1457.6666666667,1544.3333333333,1409,1525,51
2015,7,Trent McKenzie,94,65.3333333333,64.2526315789,62.75,81,81,1485.6666666667,1557,1469,1453,51
2015,7,Scott D Thompson,84,79.3333333333,68.2,65,66,75,1487.3333333333,1581,1289,1468,51
2015,7,Tommy Sheridan,57,46.0833333333,43.9,57,41,41,1639.6666666667,1638.3333333333,1565,1331,51
2015,7,Bailey Dale,,,,,,,1549.3333333333,1451.3333333333,1638,1360,50
2015,7,Matthew Wright,91,63.3333333333,48,48,99,21,1603.3333333333,1511.3333333333,1666,1450,49
2015,7,Kyle Cheney,107,72,69.0666666667,72.25,,45,1603.3333333333,1511.3333333333,1666,1450,49
2015,7,Andrew Raines,59,60.1666666667,60.4,59,,,1485.6666666667,1557,1469,1453,49
2015,7,Shane Kersten,30,37.3333333333,38.8,35.5,,,1558,1475,1377,,48
2015,7,Adam Oxley,77,83,88.4,77.8333333333,,77,1560,1445,1504,1476,48
2015,7,Ben Howlett,80,84,77.6,81.1666666667,107,97,1596.3333333333,1501.3333333333,2012,1522,48
2015,7,Michael Firrito,57,53.3333333333,51.6,49,,53,1487.3333333333,1581,1289,1468,48
2015,7,Luke Delaney,49,47.3333333333,43.6,39.1666666667,24,24,1577.6666666667,1645.6666666667,1481,1481,47
2015,7,Tom Bellchambers,59,74.6666666667,73.4,71.5,,81,1596.3333333333,1501.3333333333,2012,1522,47
2015,7,Nick Vlastuin,68,64,56,63,83,66,1413.6666666667,1595,1437,1481,47
2015,7,Mark Baguley,70,74.6666666667,76,73,85,51,1596.3333333333,1501.3333333333,2012,1522,47
2015,7,Lin Jong,82,87.6666666667,83.4,83.4,,88,1549.3333333333,1451.3333333333,1638,1360,47
2015,7,Travis Varcoe,73,69,71,69,45,73,1560,1445,1504,1476,46
2015,7,Corey Ellis,45,,,45,,45,1413.6666666667,1595,1437,1481,46
2015,7,Nick Suban,53,69,70.6,65.6666666667,68,47,1639.6666666667,1638.3333333333,1565,1331,46
2015,7,Jed Adcock,43,65.3333333333,65.6,67.1666666667,91,79,1457.6666666667,1544.3333333333,1409,1525,46
2015,7,Ayce Cordy,91,55,35.8,35.8,,91,1549.3333333333,1451.3333333333,1638,1360,46
2015,7,Jeremy Laidler,55,56,52.6,55.1666666667,45,68,1629,1507.3333333333,1908,1470,45
2015,7,Ryan Griffen,93,84.6666666667,82.8,77,87,48,1619.6666666667,1495.6666666667,1594,1430,45
2015,7,Mark Hutchings,79.1875,79.1875,79.1875,79.1875,87,24,1629,1717,1519,1778,45
2015,7,Charlie Dixon,54,66.6666666667,61.6,66.6666666667,50,50,1485.6666666667,1557,1469,1453,44
2015,7,Sam Reid,83,78,62.6,62.6,74,38,1629,1507.3333333333,1908,1470,44
2015,7,Lachie Hunter,35,53.5714285714,57.2857142857,35,,35,1549.3333333333,1451.3333333333,1638,1360,44
2015,7,Heritier Lumumba,81,71,77.2,71.3333333333,44,81,1421,1487,1504,1478,44
2015,7,Jake Batchelor,59,52.3333333333,50.4,51.8333333333,,55,1413.6666666667,1595,1437,1481,44
2015,7,Jeremy Howe,27,56,55.6,60.8333333333,94,27,1421,1487,1504,1478,43
2015,7,Tom Lonergan,88,63.6666666667,57.8,57.8,,,1558,1475,1377,,43
2015,7,Aaron Vandenberg,58,83.6666666667,76.4,75.1666666667,,58,1421,1487,1504,1478,43
2015,7,Matt Taberner,33,37.3333333333,44,44,,53,1639.6666666667,1638.3333333333,1565,1331,42
2015,7,Matt Shaw,89,58.3333333333,60.4,60.4,69,66,1485.6666666667,1557,1469,1453,42
2015,7,Liam Duggan,44,59,42.4,42.4,,98,1629,1717,1519,1778,42
2015,7,Gary Rohan,69,67.6666666667,63.4,60.5,,46,1629,1507.3333333333,1908,1470,42
2015,7,Angus Litherland,47.8461538462,47.8461538462,47.8461538462,47.8461538462,,59,1704.6666666667,1634.6666666667,1666,1547,41
2015,7,Jed Bews,44,38.3333333333,35,36,43,,1558,1475,1377,,41
2015,7,Mitch Clark,68,70,66.4,66.4,,,1558,1475,1377,,40
2015,7,Jack Frost,16,32,25.4,25.3333333333,8,16,1560,1445,1504,1476,39
2015,7,Jake Stringer,79,79.3333333333,68.2,71,,79,1549.3333333333,1451.3333333333,1638,1360,38
2015,7,Cam O'Shea,70.8888888889,70.8888888889,70.8888888889,70.8888888889,54,,1603.3333333333,1570.6666666667,1976,,38
2015,7,Jason Ashby,25,34.4,38.32,29.5,,12,1596.3333333333,1501.3333333333,2012,1522,38
2015,7,Dane Rampe,49,54,59.6,62.6666666667,33,78,1629,1507.3333333333,1908,1470,37
2015,7,Zac Williams,11,42,48.2,11,,94,1619.6666666667,1495.6666666667,1594,1430,37
2015,7,Jack Leslie,30,30,30,30,19,,1485.6666666667,1557,1469,1453,37
2015,7,Tim Broomhead,44,60.3333333333,59.9,60.75,,44,1560,1445,1504,1476,37
2015,7,Brandon Matera,66,64,65.825,64,112,54,1485.6666666667,1557,1469,1453,36
2015,7,Jackson Trengove,59,47.6666666667,51,55.5,54,,1603.3333333333,1570.6666666667,1976,,35
2015,7,Josh Walker,72,52.6666666667,51.36,52.6666666667,,,1558,1475,1377,,35
2015,7,Matthew Dick,12,,,12,,,1403,1580.6666666667,1476,1425,34
2015,7,Alex Pearce,49,,,49,,,1639.6666666667,1638.3333333333,1565,1331,34
2015,7,Tom Cutler,13,60.3333333333,54.2,60.3333333333,35,107,1457.6666666667,1544.3333333333,1409,1525,34
2015,7,Dennis Armfield,45,58.6666666667,52.525,57.5,24,45,1403,1580.6666666667,1476,1425,34
2015,7,Kristian Jaksch,70,43.6666666667,41.64,43.6666666667,,70,1403,1580.6666666667,1476,1425,32
2015,7,Kurt Tippett,102,71.6666666667,72.8,74.8333333333,92,85,1629,1507.3333333333,1908,1470,32
2015,7,Jonathan Simpkin,67.8125,67.8125,67.8125,67.8125,50,106,1704.6666666667,1634.6666666667,1666,1547,31
2015,7,Steven Morris,56,40.6666666667,40.2,35.3333333333,52,34,1413.6666666667,1595,1437,1481,31
2015,7,Levi Casboult,93,69.6666666667,72.6947368421,75,52,93,1403,1580.6666666667,1476,1425,31
2015,7,James Frawley,-3,50.7777777778,61,38,,-3,1704.6666666667,1634.6666666667,1666,1547,31
2015,7,Matt White,85,78.6666666667,74.4,71,144,,1603.3333333333,1570.6666666667,1976,,30
2015,7,Daniel McKenzie,72,,,63.5,,,1577.6666666667,1645.6666666667,1481,1481,30
2015,7,Joe Daniher,63,44.3333333333,54.4,52.1666666667,72,0,1596.3333333333,1501.3333333333,2012,1522,29
2015,7,Darcy Gardiner,26,35.6666666667,35.1764705882,32.75,,60,1457.6666666667,1544.3333333333,1409,1525,29
2015,7,David Ellard,64,64,59.7384615385,59.75,,29,1403,1580.6666666667,1476,1425,29
2015,7,Sean Lemmens,45,43.6666666667,46.2,46.2,59,48,1485.6666666667,1557,1469,1453,29
2015,7,Ben Brown,62,66.6666666667,65.6,65.6,,67,1487.3333333333,1581,1289,1468,28
2015,7,Patrick Karnezis,64,47.6666666667,,47.6666666667,,64,1560,1445,1504,1476,28
2015,7,Aidan Corr,22,29.3333333333,24.2,24.2,,12,1619.6666666667,1495.6666666667,1594,1430,27
2015,7,Sam Rowe,51,49.3333333333,45,47.3333333333,43,51,1403,1580.6666666667,1476,1425,27
2015,7,Mitch Honeychurch,59,54.3333333333,60.6,62,,59,1549.3333333333,1451.3333333333,1638,1360,26
2015,7,Nick Riewoldt,94,96.3333333333,94.2545454545,96.3333333333,48,48,1577.6666666667,1645.6666666667,1481,1481,26
2015,7,Jimmy Toumpas,55,44,51.6,34.5,,55,1421,1487,1504,1478,26
2015,7,Chris Dawes,53,52.3333333333,55.3333333333,53.25,77,53,1421,1487,1504,1478,25
2015,7,Shaun Atley,52,53.3333333333,52,57.3333333333,61,67,1487.3333333333,1581,1289,1468,25
2015,7,Liam McBean,,,,,,,1413.6666666667,1595,1437,1481,24
2015,7,Sam Blease,42.5,42.5,42.5,42.5,,,1558,1475,1377,,24
2015,7,Justin Clarke,11,38.3333333333,39.8,40.5,48,48,1457.6666666667,1544.3333333333,1409,1525,24
2015,7,Aaron Hall,52,50,52.7,50,20,20,1485.6666666667,1557,1469,1453,24
2015,7,Dylan Grimes,64,47,44.7111111111,47,36,43,1413.6666666667,1595,1437,1481,23
2015,7,Paul Duffield,53,58,75.6,74.3333333333,97,104,1639.6666666667,1638.3333333333,1565,1331,22
2015,7,Billy Stretch,55,,,55,,55,1421,1487,1504,1478,22
2015,7,Zac Smith,58,67.6666666667,67.6,67.6,89,89,1485.6666666667,1557,1469,1453,21
2015,7,Daniel McStay,82,62.3333333333,50.6,49.5,,54,1457.6666666667,1544.3333333333,1409,1525,18
2015,7,Nathan J. Brown,51,56,43.4,41.5,,51,1560,1445,1504,1476,17
2015,7,Todd Elton,,,,,,,1413.6666666667,1595,1437,1481,16
2015,7,Matthew Watson,59,59,59,59,,45,1403,1580.6666666667,1476,1425,15
2015,7,Connor Menadue,,,,,,,1413.6666666667,1595,1437,1481,13
2015,7,Dean Towers,25,32.6666666667,37.9666666667,37,,50,1629,1507.3333333333,1908,1470,12
2015,7,Christian Salem,92,70,71,68.1666666667,,92,1421,1487,1504,1478,12
2015,7,Brodie Smith,51,63.3333333333,74.8,77.8333333333,104,66,1603.3333333333,1511.3333333333,1666,1450,8
2015,7,Mitch Golby,54,74.6666666667,68.7333333333,74.6666666667,64,87,1457.6666666667,1544.3333333333,1409,1525,6
2015,7,Jack Lonie,54,75.3333333333,66.6,61.6666666667,,,1577.6666666667,1645.6666666667,1481,1481,4
2015,7,Alan Toovey,75,52.3333333333,55,58.5,67,75,1560,1445,1504,1476,2
2015,7,Kyle Langford,53,,,53,,53,1596.3333333333,1501.3333333333,2012,1522,2
2015,8,Jack Steven,98,121.3333333333,118.8,113.2857142857,86,142,1617.6666666667,1510.3333333333,1519,1702,166
2015,8,Lachie Neale,102,119.3333333333,111.2,101.4285714286,71,131,1725.3333333333,1526.3333333333,1500,1681,151
2015,8,Scott Pendlebury,77,111,111.2,108.2857142857,111,111,1523.3333333333,1778,1404,1404,141
2015,8,Jordan Murdoch,90,68.3333333333,61.2,61.2,57,60,1583,1607.3333333333,1473,1473,137
2015,8,Marley Williams,71,64.3333333333,63.2,61.8571428571,62,62,1523.3333333333,1778,1404,1404,133
2015,8,Devon Smith,71,96.3333333333,102.2,91,93,99,1598,1574,1398,1543,133
2015,8,Sam Jacobs,112,94,97.6,99.2857142857,78,78,1665.6666666667,1630.3333333333,1586,1586,130
2015,8,Aaron Vandenberg,43,62.6666666667,73.8,70.5714285714,,43,1402.6666666667,1674.3333333333,1566,1377,128
2015,8,Travis Varcoe,46,57.6666666667,70.8,65.7142857143,65,65,1523.3333333333,1778,1404,1404,126
2015,8,Tom Rockliff,90,61.6666666667,66,66,147,95,1411,1651.6666666667,1470,1314,125
2015,8,Michael Barlow,79,93.6666666667,76,89.4285714286,,92,1725.3333333333,1526.3333333333,1500,1681,124
2015,8,Leigh Montagna,82,91.85,91.73,92,104,82,1617.6666666667,1510.3333333333,1519,1702,123
2015,8,Dane Swan,117,103,107.4,103.4285714286,82,82,1523.3333333333,1778,1404,1404,123
2015,8,Mitch Wallis,58,54.6666666667,61.0153846154,61.75,63,96,1495.6666666667,1753.6666666667,1434,1434,121
2015,8,Dylan Shiel,104,99.3333333333,96,102.4285714286,66,92,1598,1574,1398,1543,121
2015,8,David Mundy,67,104.6666666667,102.6,110.2857142857,123,114,1725.3333333333,1526.3333333333,1500,1681,121
2015,8,Mark Blicavs,81,95,97.8,92.1428571429,99,99,1583,1607.3333333333,1473,1473,120
2015,8,Dan Hannebery,99,104,105,101.5714285714,143,74,1678.6666666667,1462.6666666667,1517,1703,119
2015,8,Steele Sidebottom,88,101.3684210526,104.0421052632,88,99,99,1523.3333333333,1778,1404,1404,118
2015,8,Ben Howlett,48,75,80.4,76.4285714286,,48,1470.3333333333,1574,1758,1420,118
2015,8,Brandon Ellis,127,105.6666666667,102.6,104,94,91,1499.6666666667,1465.6666666667,1550,1494,117
2015,8,Sam Mitchell,110,116.3333333333,107.4,102.1666666667,97,110,1741.6666666667,1477.6666666667,1531,1732,117
2015,8,Kade Simpson,75,73,81.4,81.4,62,62,1317,1546,1397,1394,116
2015,8,Jordan Lewis,117,133,134.8,134.8,119,119,1741.6666666667,1477.6666666667,1531,1732,116
2015,8,Bernie Vince,73,72,76.6,73.8333333333,113,73,1402.6666666667,1674.3333333333,1566,1377,116
2015,8,Luke Parker,166,122.3333333333,102,101,77,120,1678.6666666667,1462.6666666667,1517,1703,116
2015,8,Taylor Walker,79,85.3333333333,69.6,86.2857142857,46,46,1665.6666666667,1630.3333333333,1586,1586,115
2015,8,Andrew Gaff,91,93.6666666667,95.2,97.2857142857,88,90,1780.3333333333,1543.3333333333,1516,1609,115
2015,8,Matthew Boyd,99,98.6666666667,103.6,103.6,125,109,1495.6666666667,1753.6666666667,1434,1434,115
2015,8,Adam Schneider,68,75,89,90.3333333333,,88,1617.6666666667,1510.3333333333,1519,1702,115
2015,8,Jack Riewoldt,100,82,82,82,99,41,1499.6666666667,1465.6666666667,1550,1494,115
2015,8,Nathan Jones,96,78,81.8,77.8571428571,101,96,1402.6666666667,1674.3333333333,1566,1377,114
2015,8,Jonathon Ceglar,86,79,72.2,72.1428571429,,86,1741.6666666667,1477.6666666667,1531,1732,114
2015,8,Matt Priddis,155,123,112.4,104.2857142857,101,73,1780.3333333333,1543.3333333333,1516,1609,114
2015,8,Luke Dahlhaus,110,92.3333333333,99.4,101.7142857143,102,102,1495.6666666667,1753.6666666667,1434,1434,113
2015,8,Jamie Cripps,82,79.3333333333,79.6,82.2857142857,62,103,1780.3333333333,1543.3333333333,1516,1609,112
2015,8,Nat Fyfe,109,107.6666666667,108,107.2857142857,119,101,1725.3333333333,1526.3333333333,1500,1681,111
2015,8,Brett Deledio,137,83.6666666667,88.9111111111,83.6666666667,96,110,1499.6666666667,1465.6666666667,1550,1494,111
2015,8,Patrick Dangerfield,122,110,102.2,102.5714285714,60,60,1665.6666666667,1630.3333333333,1586,1586,110
2015,8,Jack Hombsch,62,66.6666666667,55.4,54.5714285714,48,76,1639,1414,1535,1648,110
2015,8,Anthony Miles,101,96.3333333333,89.8,89.2857142857,95,88,1499.6666666667,1465.6666666667,1550,1494,108
2015,8,Robbie Gray,115,117,103.8,106.8333333333,76,134,1639,1414,1535,1648,108
2015,8,Harley Bennell,86,95.3333333333,89.6,86.8333333333,97,130,1532.3333333333,1540,1529,1472,108
2015,8,Brent Stanton,73,95,106,97,107,73,1470.3333333333,1574,1758,1420,108
2015,8,Kade Kolodjashnij,96,93.3333333333,78.4,70.7142857143,71,86,1532.3333333333,1540,1529,1472,108
2015,8,Kieren Jack,88,96.3333333333,89.6,94.4285714286,88,110,1678.6666666667,1462.6666666667,1517,1703,108
2015,8,Kane Cornes,58,78,73.8,75,104,79,1639,1414,1535,1648,107
2015,8,Shane Mumford,110,97.6666666667,92.2,90.2857142857,105,96,1598,1574,1398,1543,107
2015,8,Jake Spencer,65,69.9333333333,67.48,73,,65,1402.6666666667,1674.3333333333,1566,1377,107
2015,8,Shaun Grigg,114,84,90.2,85.2857142857,,53,1499.6666666667,1465.6666666667,1550,1494,106
2015,8,Isaac Smith,123,133,118.2,112.3333333333,87,74,1741.6666666667,1477.6666666667,1531,1732,106
2015,8,Callan Ward,85,103.6666666667,107.4,104,67,125,1598,1574,1398,1543,106
2015,8,Jarrad McVeigh,92,92.6666666667,101.4,100.3333333333,86,91,1678.6666666667,1462.6666666667,1517,1703,105
2015,8,Jack Gunston,110,112.3333333333,100.2,95.2857142857,53,110,1741.6666666667,1477.6666666667,1531,1732,105
2015,8,Shaun Higgins,81,64.3333333333,70,74.7142857143,109,78,1519.3333333333,1471.3333333333,1542,1684,105
2015,8,Joe Daniher,29,30.6666666667,44.2,48.8571428571,54,29,1470.3333333333,1574,1758,1420,103
2015,8,Josh J. Kennedy,79,89.6666666667,84.4,90,,67,1780.3333333333,1543.3333333333,1516,1609,103
2015,8,Jesse Hogan,74,71.6666666667,71,71.3333333333,,74,1402.6666666667,1674.3333333333,1566,1377,103
2015,8,Jimmy Toumpas,26,31.6666666667,44.2,31.6666666667,,26,1402.6666666667,1674.3333333333,1566,1377,103
2015,8,Josh P. Kennedy,121,119,103.4,104.4285714286,101,136,1678.6666666667,1462.6666666667,1517,1703,102
2015,8,Matthew Lobbe,94,76,78.2380952381,75.5,113,71,1639,1414,1535,1648,102
